date,datetime,wait_time(posted),wait_time(actual)
2018-01-02,2018-01-02 16:51:00,185.0,
2018-01-02,2018-01-02 16:58:00,70.0,
2018-01-02,2018-01-02 17:02:00,115.0,
2018-01-02,2018-01-02 17:09:00,125.0,
2018-01-02,2018-01-02 17:18:00,125.0,
2018-01-02,2018-01-02 17:23:00,75.0,
2018-01-02,2018-01-02 17:31:00,90.0,
2018-01-02,2018-01-02 17:41:00,90.0,
2018-01-02,2018-01-02 17:44:00,90.0,
2018-01-02,2018-01-02 17:53:00,120.0,
2018-01-02,2018-01-02 18:00:00,120.0,
2018-01-02,2018-01-02 18:02:00,120.0,
2018-01-02,2018-01-02 18:15:00,120.0,
2018-01-02,2018-01-02 18:20:00,120.0,
2018-01-02,2018-01-02 18:23:00,120.0,
2018-01-02,2018-01-02 18:29:00,120.0,
2018-01-02,2018-01-02 18:39:00,120.0,
2018-01-02,2018-01-02 18:46:00,155.0,
2018-01-02,2018-01-02 18:51:00,155.0,
2018-01-02,2018-01-02 18:58:00,150.0,
2018-01-02,2018-01-02 19:02:00,105.0,
2018-01-02,2018-01-02 19:11:00,95.0,
2018-01-02,2018-01-02 19:16:00,95.0,
2018-01-02,2018-01-02 19:23:00,95.0,
2018-01-02,2018-01-02 19:29:00,95.0,
2018-01-02,2018-01-02 19:37:00,95.0,
2018-01-02,2018-01-02 19:44:00,145.0,
2018-01-02,2018-01-02 19:55:00,150.0,
2018-01-02,2018-01-02 19:58:00,150.0,
2018-01-02,2018-01-02 20:04:00,150.0,
2018-01-02,2018-01-02 20:09:00,145.0,
2018-01-02,2018-01-02 20:16:00,90.0,
2018-01-02,2018-01-02 20:23:00,90.0,
2018-01-02,2018-01-02 20:31:00,90.0,
2018-01-02,2018-01-02 20:39:00,90.0,
2018-01-02,2018-01-02 20:46:00,90.0,
2018-01-02,2018-01-02 20:51:00,90.0,
2018-01-02,2018-01-02 20:58:00,90.0,
2018-01-02,2018-01-02 21:04:00,-999.0,
2018-01-02,2018-01-02 21:13:00,-999.0,
2018-01-03,2018-01-03 08:53:00,5.0,
2018-01-03,2018-01-03 09:00:00,15.0,
2018-01-03,2018-01-03 09:04:00,15.0,
2018-01-03,2018-01-03 09:11:00,40.0,
2018-01-03,2018-01-03 09:13:00,40.0,
2018-01-03,2018-01-03 09:16:00,50.0,
2018-01-03,2018-01-03 09:23:00,50.0,
2018-01-03,2018-01-03 09:29:00,50.0,
2018-01-03,2018-01-03 09:37:00,40.0,
2018-01-03,2018-01-03 09:46:00,40.0,
2018-01-03,2018-01-03 09:51:00,40.0,
2018-01-03,2018-01-03 09:58:00,40.0,
2018-01-03,2018-01-03 10:02:00,40.0,
2018-01-03,2018-01-03 10:11:00,55.0,
2018-01-03,2018-01-03 10:18:00,45.0,
2018-01-03,2018-01-03 10:23:00,45.0,
2018-01-03,2018-01-03 10:33:00,45.0,
2018-01-03,2018-01-03 10:39:00,45.0,
2018-01-03,2018-01-03 10:44:00,45.0,
2018-01-03,2018-01-03 10:51:00,45.0,
2018-01-03,2018-01-03 10:58:00,35.0,
2018-01-03,2018-01-03 11:02:00,35.0,
2018-01-03,2018-01-03 11:13:00,30.0,
2018-01-03,2018-01-03 11:16:00,30.0,
2018-01-03,2018-01-03 11:13:00,,7.0
2018-01-03,2018-01-03 11:23:00,45.0,
2018-01-03,2018-01-03 11:33:00,65.0,
2018-01-03,2018-01-03 11:39:00,65.0,
2018-01-03,2018-01-03 11:46:00,65.0,
2018-01-03,2018-01-03 11:51:00,75.0,
2018-01-03,2018-01-03 12:00:00,75.0,
2018-01-03,2018-01-03 12:04:00,75.0,
2018-01-03,2018-01-03 12:11:00,50.0,
2018-01-03,2018-01-03 12:18:00,55.0,
2018-01-03,2018-01-03 12:31:00,55.0,
2018-01-03,2018-01-03 12:31:00,55.0,
2018-01-03,2018-01-03 12:37:00,55.0,
2018-01-03,2018-01-03 12:44:00,50.0,
2018-01-03,2018-01-03 12:51:00,40.0,
2018-01-03,2018-01-03 12:58:00,40.0,
2018-01-03,2018-01-03 13:02:00,35.0,
2018-01-03,2018-01-03 13:11:00,50.0,
2018-01-03,2018-01-03 13:16:00,40.0,
2018-01-03,2018-01-03 13:27:00,40.0,
2018-01-03,2018-01-03 12:43:00,,32.0
2018-01-03,2018-01-03 13:29:00,60.0,
2018-01-03,2018-01-03 14:04:00,75.0,
2018-01-03,2018-01-03 14:11:00,75.0,
2018-01-03,2018-01-03 14:24:00,75.0,
2018-01-03,2018-01-03 14:25:00,75.0,
2018-01-03,2018-01-03 14:29:00,75.0,
2018-01-03,2018-01-03 14:39:00,75.0,
2018-01-03,2018-01-03 14:46:00,90.0,
2018-01-03,2018-01-03 14:53:00,90.0,
2018-01-03,2018-01-03 14:58:00,105.0,
2018-01-03,2018-01-03 15:04:00,105.0,
2018-01-03,2018-01-03 15:11:00,105.0,
2018-01-03,2018-01-03 15:18:00,105.0,
2018-01-03,2018-01-03 15:23:00,105.0,
2018-01-03,2018-01-03 15:33:00,105.0,
2018-01-03,2018-01-03 15:37:00,105.0,
2018-01-03,2018-01-03 15:48:00,105.0,
2018-01-03,2018-01-03 15:53:00,75.0,
2018-01-03,2018-01-03 16:02:00,75.0,
2018-01-03,2018-01-03 16:02:00,75.0,
2018-01-03,2018-01-03 16:09:00,80.0,
2018-01-03,2018-01-03 16:16:00,85.0,
2018-01-03,2018-01-03 16:25:00,85.0,
2018-01-03,2018-01-03 16:29:00,85.0,
2018-01-03,2018-01-03 16:37:00,90.0,
2018-01-03,2018-01-03 16:46:00,105.0,
2018-01-03,2018-01-03 16:55:00,95.0,
2018-01-03,2018-01-03 17:00:00,95.0,
2018-01-03,2018-01-03 17:08:00,90.0,
2018-01-03,2018-01-03 17:09:00,90.0,
2018-01-03,2018-01-03 17:16:00,100.0,
2018-01-03,2018-01-03 17:25:00,100.0,
2018-01-03,2018-01-03 17:29:00,110.0,
2018-01-03,2018-01-03 17:37:00,110.0,
2018-01-03,2018-01-03 17:46:00,110.0,
2018-01-03,2018-01-03 17:57:00,95.0,
2018-01-03,2018-01-03 17:58:00,95.0,
2018-01-03,2018-01-03 18:06:00,100.0,
2018-01-03,2018-01-03 18:09:00,100.0,
2018-01-03,2018-01-03 18:16:00,100.0,
2018-01-03,2018-01-03 18:25:00,95.0,
2018-01-03,2018-01-03 18:29:00,95.0,
2018-01-03,2018-01-03 18:41:00,55.0,
2018-01-03,2018-01-03 18:46:00,100.0,
